"id";"name";"d1";"d2";"d3";"d4"
2933;"Carrols Restaurant Group, Inc. (TAST)";"7159";"45472";"4";"-38117"
2934;"Just Energy Group Inc. (JE)";"509276";"446412";"64604";"-446785"
2935;"New Senior Investment Group Inc. (SNR)";"12208";"-72249";"-82425";"-46403"
2936;"Model N, Inc. (MODN)";"-39547";"-33111";"-19639";"-20881"
2937;"American Vanguard Corporation (AVD)";"20274";"12788";"6591";"4841"
2938;"Ellington Financial LLC (EFC)";"33981";"-16007";"38089";"59167"
2939;"Rigel Pharmaceuticals, Inc. (RIGL)";"-77992";"-69216";"-51464";"-90908"
2940;"Prothena Corporation plc (PRTA)";"-153237";"-160108";"-80612";"-7150"
2941;"Green Brick Partners, Inc. (GRBK)";"14970";"23756";"15325";"50026"
2942;"Golden Entertainment, Inc. (GDEN)";"2171";"16300";"24520";"-24845"
2943;"Baytex Energy Corp. (BTE)";"87174";"-485184";"-1142880";"-132807"
2944;"Rosetta Stone Inc. (RST)";"-1546";"-27550";"-46796";"-73706"
2945;"Tarena International, Inc. (TEDU)";"184807";"241854";"178760";"151850"
2946;"B. Riley Financial, Inc. (RILY)";"11556";"21526";"11805";"-5801"
2947;"Vera Bradley, Inc. (VRA)";"7016";"19758";"27558";"38449"
2948;"First Connecticut Bancorp, Inc. (FBNK)";"16189";"15215";"12579";"9335"
2949;"Civeo Corporation (CVEO)";"-105713";"-96388";"-131759";"-189043"
2950;"Eagle Point Credit Company Inc. (ECCA)";"31130.956";"90580.063";"-40957.892";"8344.426"
2951;"Nuveen Pennsylvania Quality Mun (NQP)";"23062.735";"-29314.832";"47663.756";"50019.739"
2952;"Vericel Corporation (VCEL)";"-17286";"-19566";"-16340";"-19920"
2953;"Ocwen Financial Corporation (OCN)";"-127966";"-199762";"-247017";"-469800"
2954;"Covenant Transportation Group, Inc. (CVTI)";"55439";"16835";"42085";"17808"
2955;"United Community Financial Corp. (UCFC)";"21785";"18828";"16282";"50206"
2956;"Biglari Holdings Inc. (BH)";"50071";"99451";"-15843";"100831"
2957;"Corium International, Inc. (CORI)";"-47793";"-36703";"-28450";"-9912"
2958;"EnviroStar, Inc. (EVI)";"3966";"3167";"1740";"1671.817"
2959;"Stemline Therapeutics, Inc. (STML)";"-67828.394";"-38303.005";"-37243.861";"-28829.975"
2960;"The First Bancshares, Inc. (FBMS)";"10616.476";"10118.687";"8798.702";"6613.696"
2961;"Empresa Distribuidora y Comercializadora Norte Sociedad Anónima (EDN)";"682190";"-1188648";"1142443";"-779716"
2962;"Barnes & Noble, Inc. (BKS)";"-125480";"22023";"-24446";"36596"
2963;"U.S. Xpress Enterprises, Inc. (USX)";"-4060";"-16524";"4102";"20104"
2964;"Adamas Pharmaceuticals, Inc. (ADMS)";"-89490";"-60058";"-51802";"10223"
2965;"REX American Resources Corporation (REX)";"39706";"32333";"31436";"87337"
2966;"Inovio Pharmaceuticals, Inc. (INO)";"-88205.772";"-73740.339";"-29187.606";"-36121.713"
2967;"Secoo Holding Limited (SECO)";"133258";"-44617";"-222003";"-119583"
2968;"Barrett Business Services, Inc. (BBSI)";"25170";"18799";"25494";"-25546"
2969;"Financial Institutions, Inc. (FISI)";"33526";"31931";"28337";"29355"
2970;"BioSpecifics Technologies Corp. (BSTC)";"11328.266";"11372.239";"9617.632";"4645.96"
2971;"Genco Shipping & Trading Limited (GNK)";"-58725";"-217757";"-194897";"-1133443"
2972;"Invacare Corporation (IVC)";"-76541";"-42856";"-26190";"-56070"
2973;"Global Indemnity Limited (GBLIZ)";"-9551";"49868";"41469";"62856"
2974;"BeyondSpring Inc. (BYSI)";"-91763";"-12010";"-7970";"-3013"
2975;"Assembly Biosciences, Inc. (ASMB)";"-42808.548";"-44261.562";"-28453.833";"-23788.799"
2976;"AV Homes, Inc. (AVHI)";"-21936";"147107";"11950";"-1932"
2977;"Clean Energy Fuels Corp. (CLNE)";"-79237";"-12153";"-134242";"-89659"
2978;"Calamos Global Dynamic Income Fund (CHW)";"111328.198";"4569.98";"-5550.012";"35910.131"
2979;"Limoneira Company (LMNR)";"6595";"8058";"7082";"6991"
2980;"CatchMark Timber Trust, Inc. (CTT)";"-13510";"-11070";"-8387";"660"
2981;"Unifi, Inc. (UFI)";"31702";"32875";"34415";"42151"
2982;"Akebia Therapeutics, Inc. (AKBA)";"-76914";"-135747";"-60716";"-37034"
2983;"Invesco Advantage Municipal Income Trust II (VKI)";"19391.751";"2054.634";"31165.367";"67863.844"
2984;"Hingham Institution for Savings (HIFS)";"25757";"23423";"19346";"22264"
2985;"Veeco Instruments Inc. (VECO)";"-44793";"-122210";"-31978";"-66940"
2986;"Perry Ellis International, Inc. (PERY)";"56650";"14517";"-7292";"-37175"
2987;"Altisource Portfolio Solutions S.A. (ASPS)";"308891";"28693";"41598";"134484"
2988;"John Hancock Preferred Income Fund II (HPF)";"21081.505";"56857.817";"42260.78";"53696.628"
2989;"Anworth Mortgage Asset Corporation (ANH)";"54372";"22493";"14704";"28619"
2990;"Entravision Communications Corporation (EVC)";"176293";"20405";"25625";"27122"
2991;"CVR Partners, LP (UAN)";"-72788";"-26938";"62042";"76149"
2992;"Universal Electronics Inc. (UEIC)";"-10323";"20354";"29174";"32534"
2993;"Greenlight Capital Re, Ltd. (GLRE)";"-44952";"44881";"-326425";"109592"
2994;"Limelight Networks, Inc. (LLNW)";"-7630";"-73925";"-23952";"-24591"
2995;"La Jolla Pharmaceutical Company (LJPC)";"-114803";"-78185";"-41912";"-21313"
2996;"MarineMax, Inc. (HZO)";"23547";"22582";"48292";"11272"
2997;"J. C. Penney Company, Inc. (JCP)";"-116000";"1000";"-513000";"-717000"
2998;"CorEnergy Infrastructure Trust, Inc. (CORR)";"32602.79";"29663.2";"12319.911";"7013.856"
2999;"Dorian LPG Ltd. (LPG)";"-20400.686";"-1441.815";"129688.382";"25260.782"
3000;"United States Lime & Minerals, Inc. (USLM)";"27148";"17754";"12886";"19367"
3001;"Intrepid Potash, Inc. (IPI)";"-22910";"-66633";"-524776";"9761"
3002;"Cowen Inc. (COWN)";"-60882";"-19277";"43729";"167216"
3003;"Haverty Furniture Companies, Inc. (HVT)";"21075";"28356";"27789";"8589"
3004;"Park-Ohio Holdings Corp. (PKOH)";"28600";"31700";"48100";"45600"
3005;"Ring Energy, Inc. (REI)";"1753.869";"-37637.687";"-9052.771";"8420.5"
3006;"Abeona Therapeutics Inc. (ABEO)";"-27319";"-21873";"-14526";"-26778"
3007;"Graña y Montero S.A.A. (GRAM)";"148738";"-509699";"7097";"299743"
3008;"Globalstar, Inc. (GSAT)";"-89074";"-132646";"72322";"-462866"
3009;"Sierra Bancorp (BSRR)";"19539";"17567";"18067";"15240"
3010;"Old Second Bancorp, Inc. (OSBC)";"15138";"15684";"15385";"10136"
3011;"Sinovac Biotech Ltd. (SVA)";"25807";"-596";"-1416";"-1515"
3012;"Farmer Bros. Co. (FARM)";"-18280";"22551";"71791";"652"
3013;"Vishay Precision Group, Inc. (VPG)";"14345";"6404";"-13008";"3080"
3014;"EP Energy Corporation (EPE)";"-194000";"-27000";"-3748000";"731000"
3015;"Nemaura Medical Inc. (NMRD)";"-1820.449";"-1551.266";"-1539.637";"-1319.84"
3016;"The York Water Company (YORW)";"12974";"11846";"12489";"11484"
3017;"Western Asset Mortgage Capital Corporation (WMC)";"85097";"-25015";"-9484";"100713"
3018;"Noodles & Company (NDLS)";"-37482";"-71677";"-13765";"11428"
3019;"Steel Partners Holdings L.P. (SPLP)";"-16";"6630";"136735";"-7555"
3020;"NVE Corporation (NVEC)";"13912.672";"12948.869";"12292.315";"14368.354"
3021;"City Office REIT, Inc. (CIO)";"5756";"-843";"-6591";"-5010"
3022;"Five Prime Therapeutics, Inc. (FPRX)";"-150222";"-65697";"249647";"-37424"
3023;"Oxford Immunotec Global PLC (OXFD)";"-32885";"-22349";"-24478";"-22174"
3024;"Capital City Bank Group, Inc. (CCBG)";"10863";"11746";"9116";"9260"
3025;"Triple-S Management Corporation (GTS)";"54486";"17438";"52121";"65660"
3026;"Del Taco Restaurants, Inc. (TACO)";"49871";"20913";"4757";"-9255"
3027;"A10 Networks, Inc. (ATEN)";"-10751";"-22391";"-41897";"-34720"
3028;"Enphase Energy, Inc. (ENPH)";"-45192";"-67462";"-22082";"-8052"
3029;"Yintech Investment Holdings Limited (YIN)";"480664";"930668";"403015";"481957"
3030;"BlackRock Capital Investment Corporation (BKCC)";"20902.457";"-84291.924";"38625.084";"137240.036"
3031;"Wells Fargo Advantage Multi-Sector Income Fund (ERC)";"43712.143";"58892.305";"-36839.194";"37897.026"
3032;"Kindred Biosciences, Inc. (KIN)";"-30879";"-22499";"-27130";"-27139"
3033;"Chuy's Holdings, Inc. (CHUY)";"28956";"17244";"12896";"11491"
3034;"Zymeworks Inc. (ZYME)";"-10406";"-33809";"-19170";"-12942"
3035;"Republic First Bancorp, Inc. (FRBK)";"8905";"4945";"2433";"2442"
3036;"Red Robin Gourmet Burgers, Inc. (RRGB)";"30019";"11725";"47704";"32561"
3037;"Diana Shipping Inc. (DSX)";"-511714";"-164237";"-64713";"-10268"
3038;"Applied Optoelectronics, Inc. (AAOI)";"73951";"31234";"10793";"4283"
3039;"Ares Commercial Real Estate Corporation (ACRE)";"30407";"40336";"34285";"24396"
3040;"ArQule, Inc. (ARQL)";"-29203";"-22718";"-13774";"-23391"
3041;"Atlantic Capital Bancshares, Inc. (ACBI)";"-3726";"13395";"-1319";"7516"
3042;"Ducommun Incorporated (DCO)";"20077";"25261";"-74879";"19867"
3043;"CNB Financial Corporation (CCNE)";"23860";"20540";"22197";"23074"
3044;"Capitala Finance Corp. (CPTAL)";"-6984";"9152";"13850";"-3440"
3045;"Western Asset Global High Income Fund Inc. (EHI)";"1650.327";"68756.08";"-19397.89";"-3407.226"
3046;"Nautilus, Inc. (NLS)";"26267";"34178";"26602";"18795"
3047;"Achillion Pharmaceuticals, Inc. (ACHN)";"-85236";"-61706";"-5030";"-69008"
3048;"Magic Software Enterprises Ltd. (MGIC)";"15442";"11907";"16198";"15520"
3049;"Titan International, Inc. (TWI)";"-60042";"-37605";"-75174";"-80461"
3050;"Oppenheimer Holdings Inc. (OPY)";"22816";"-1161";"1962";"8826"
3051;"Natural Resource Partners L.P. (NRP)";"87403";"95229";"-559492";"111007"
3052;"Allied Motion Technologies Inc. (AMOT)";"8036";"9078";"11074";"13860"
3053;"Natural Grocers by Vitamin Cottage, Inc. (NGVC)";"6891";"11471";"16204";"13473"
3054;"Citizens, Inc. (CIA)";"-38127";"1969";"-3143";"-5970"
3055;"Westwood Holdings Group, Inc. (WHG)";"19989";"22647";"27105";"27249"
3056;"Farmers & Merchants Bancorp, Inc. (FMAO)";"12720";"11664";"10340";"9646"
3057;"Rimini Street, Inc. (RMNI)";"-53297";"-12937";"-45269";"-127828"
3058;"Motorcar Parts of America, Inc. (MPAA)";"16316";"37573";"10563";"11453"
3059;"Spartan Motors, Inc. (SPAR)";"15935";"8610";"-16972";"1173"
3060;"Bar Harbor Bankshares (BHB)";"25993";"14933";"15153";"14613"
3061;"Bristow Group Inc. (BRS)";"-195658";"-170536";"-72442";"84300"
3062;"Plug Power Inc. (PLUG)";"-127080";"-57487";"-55690";"-88488"
3063;"Smart & Final Stores, Inc. (SFS)";"-138914";"12948";"38262";"33118"
3064;"First Trust Energy Income and Growth Fund (FEN)";"-4963.874";"42252.95";"-201571.879";"141437.163"
3065;"TETRA Technologies, Inc. (TTI)";"-39048";"-161462";"-126183";"-169678"
3066;"Clearwater Paper Corporation (CLW)";"97339";"49554";"55983";"-2315"
3067;"Xunlei Limited (XNET)";"-37822";"-24111";"-13167";"10812"
3068;"PIMCO Strategic Income Fund, Inc. (RCS)";"17772";"32728";"12689";"40231.2"
3069;"Eaton Vance Tax-Managed Buy-Write Income Fund (ETB)";"53450.971";"31481.877";"12420.017";"33428.452"
3070;"Tekla Life Sciences Investors (HQL)";"68555.677";"-11911.624";"40499.322";"89267.257"
3071;"CAI International, Inc. (CAI)";"72060";"5997";"26601";"59887"
3072;"Armstrong Flooring, Inc. (AFI)";"-41800";"9200";"29600";"-30500"
3073;"Nordic American Tankers Limited (NAT)";"-204969";"-4456";"114627";"-13166"
3074;"HCI Group, Inc. (HCI)";"-6893";"29021";"65861";"62664"
3075;"NanoString Technologies, Inc. (NSTG)";"-43562";"-47089";"-45581";"-50038"
3076;"SEACOR Marine Holdings Inc. (SMHI)";"-32901";"-132047";"-27249";"48076"
3077;"Gold Standard Ventures Corp (GSV)";"-11426.786";"-9465.128";"-6288.479";"-11708.637"
3078;"Daseke, Inc. (DSKE)";"26996";"-12279";"3263";"1300"
3079;"Nuveen New York Quality Municipal Income Fund (NAN)";"14901.927";"-47327.618";"41104.324";"16047.639"
3080;"Calix, Inc. (CALX)";"-83032";"-27402";"-26333";"-20814"
3081;"Energy Recovery, Inc. (ERII)";"12350";"1034";"-11638";"-18705"
3082;"IES Holdings, Inc. (IESC)";"13422";"120778";"16538";"5324"
3083;"Landec Corporation (LNDC)";"24829";"10590";"-11641";"13544"
3084;"Net 1 UEPS Technologies, Inc. (UEPS)";"39150";"72954";"82454";"94735"
3085;"Home Bancorp, Inc. (HBCP)";"16823.986";"16008.336";"12549.901";"9871.587"
3086;"The KeyW Holding Corporation (KEYW)";"-10951";"-25728";"-58622";"-13535"
3087;"Corbus Pharmaceuticals Holdings, Inc. (CRBP)";"-32421.612";"-19998.675";"-8850.739";"-2540.485"
3088;"Eloxx Pharmaceuticals, Inc. (ELOX)";"-21214";"-9847";"-6406";"-1407"
3089;"Macatawa Bank Corporation (MCBC)";"16292";"15951";"12794";"10473"
3090;"Agilysys, Inc. (AGYS)";"-8350";"-11721";"-3765";"-11497"
3091;"Sierra Metals Inc. (SMTS)";"-4645";"-12265";"-33302";"9300"
3092;"Hexindai Inc. (HX)";"65481.973";"8570.864";"3538.407";"-350.171"
3093;"PolarityTE, Inc. (COOL)";"-130829";"-4640";"-3809";"-16197"
3094;"Fiduciary/Claymore MLP Opportunity Fund (FMO)";"-50425.518";"25118.338";"-311123.165";"126549.739"
3095;"MFS Charter Income Trust (MCR)";"35972.086";"40174.701";"-10110.893";"30614.744"
3096;"Enterprise Bancorp, Inc. (EBTC)";"19393";"18751";"16148";"14651"
3097;"Ultra Clean Holdings, Inc. (UCTT)";"75085";"10051";"-10732";"11357"
3098;"Guggenheim Enhanced Equity Income Fund (GPM)";"62074.667";"17874.781";"2742.347";"12830.152"
3099;"Mesabi Trust (MSB)";"33495.567";"9613.112";"8558.841";"24767.848"
3100;"Community Health Systems, Inc. (CYH)";"-2459000";"-1721000";"158000";"92000"
3101;"MFS Multimarket Income Trust (MMT)";"31423.666";"36893.739";"-5434.282";"33166.23"
3102;"Obsidian Energy Ltd. (OBE)";"-84000";"-696000";"-2646000";"-1733000"
3103;"BlackRock Energy and Resources Trust (BGR)";"11771.3";"97788.497";"-167254.499";"-417214.374"
3104;"Donegal Group Inc. (DGICA)";"7116.1";"30801.137";"20990.033";"14539.018"
3105;"Verastem, Inc. (VSTM)";"-67802";"-36440";"-57865";"-53365"
3106;"Aquestive Therapeutics, Inc. (AQST)";"-11423";"-11944";"-12752";"-8283"
3107;"Charter Financial Corporation (CHFN)";"14436.105";"11863.32";"5572.162";"5955.133"
3108;"Fly Leasing Limited (FLY)";"2598";"-29112";"22798";"60184"
3109;"Farmers National Banc Corp. (FMNB)";"22711";"20557";"8055";"8965"
3110;"Kura Oncology, Inc. (KURA)";"-35434";"-27560";"-22625";"-11013"
3111;"MediciNova, Inc. (MNOV)";"-11163.136";"-10865.979";"-8845.079";"-9195.292"
3112;"Southern National Bancorp of Virginia, Inc. (SONA)";"2425";"10312";"9289";"7483"
3113;"MidWestOne Financial Group, Inc. (MOFG)";"18699";"20391";"25118";"18522"
3114;"Mountain Province Diamonds Inc. (MPVD)";"17152";"4798";"-43168.971";"-4394.079"
3115;"Haynes International, Inc. (HAYN)";"-10190";"5020";"30486";"3751"
3116;"Cytokinetics, Incorporated (CYTK)";"-127790";"16453";"-37501";"-14646"
3117;"Siebert Financial Corp. (SIEB)";"2157";"-5578";"-2869";"-6557"
3118;"TG Therapeutics, Inc. (TGTX)";"-118476.012";"-78252.894";"-62948.646";"-55781.277"
3119;"Progenics Pharmaceuticals, Inc. (PGNX)";"-51013";"10806";"-39112";"4410"
3120;"PHH Corporation (PHH)";"-217000";"-202000";"-145000";"81000"
3121;"Amyris, Inc. (AMRS)";"-72329";"-97334";"-217952";"2286"
3122;"Heritage Insurance Holdings, Inc. (HRTG)";"-1119";"33865";"92512";"47097"
3123;"InnerWorkings, Inc. (INWK)";"16430";"3949";"-32389";"43736"
3124;"PDL BioPharma, Inc. (PDLI)";"110748";"63606";"332795";"322244"
3125;"Guaranty Bancshares, Inc. (GNTY)";"14439";"12121";"10111";"14782"
3126;"West Bancorporation, Inc. (WTBA)";"23070";"23016";"21742";"20040"
3127;"Drive Shack Inc. (DS)";"-42201";"77079";"21847";"33246"
3128;"Park Electrochemical Corp. (PKE)";"20595";"9283";"18029";"20043"
3129;"Concert Pharmaceuticals, Inc. (CNCE)";"95639";"-50720";"24174";"-31699"
3130;"Great Lakes Dredge & Dock Corporation (GLDD)";"-31260";"-8177";"-6189";"10295"
3131;"Donegal Group Inc. (DGICB)";"7116.1";"30801.137";"20990.033";"14539.018"
3132;"Computer Programs and Systems, Inc. (CPSI)";"-17416";"3933";"18343";"32920"
3133;"Invesco Municipal Income Opportunities Trust (OIA)";"17829.193";"9548.543";"21709.832";"44326.261"
3134;"Eagle Point Credit Company Inc. (ECC)";"31130.956";"90580.063";"-40957.892";"8344.426"
3135;"Lumber Liquidators Holdings, Inc. (LL)";"-37823";"-68563";"-56433";"63371"
3136;"Exantas Capital Corp. (XAN)";"33537";"-30365";"10555";"61203"
3137;"General Finance Corporation (GFN)";"-8306";"-2962";"-5357";"7133"
3138;"Newtek Business Services Corp. (NEWT)";"38976";"27305";"35736";"3974"
3139;"Permian Basin Royalty Trust (PBT)";"29325.416";"19348.835";"16049.702";"47717.493"
3140;"Simulations Plus, Inc. (SLP)";"5787.597";"4950.136";"3842.961";"3025.491"
3141;"Craft Brew Alliance, Inc. (BREW)";"9523";"-320";"2218";"3077"
3142;"NeoPhotonics Corporation (NPTN)";"-53333";"-205";"3668";"-19719"
3143;"Nam Tai Property Inc. (NTP)";"3944";"-9534";"-13158";"-25588"
3144;"Hawkins, Inc. (HWKN)";"-9177";"22555";"18143";"19214"
3145;"Cambridge Bancorp (CATC)";"14816";"16896";"15694";"14944"
3146;"Gladstone Land Corporation (LANDP)";"-31";"448";"569";"-125.133"
3147;"Keryx Biopharmaceuticals, Inc. (KERX)";"-163440";"-161095";"-123145";"-111518"
3148;"BlackRock Health Sciences Trust (BME)";"60339.534";"-16268.463";"33275.72";"50348.598"
3149;"American Software, Inc. (AMSWA)";"12053";"14621";"10242";"8128"
3150;"NI Holdings, Inc. (NODK)";"15991";"4551";"17456";"13774"
3151;"AudioCodes Ltd. (AUDC)";"4030";"16238";"366";"-86"
3152;"Cedar Realty Trust, Inc. (CDR)";"19143";"8943";"22146";"28981"
3153;"Braemar Hotels & Resorts, Inc. (BHR)";"23022";"19316";"-6712";"1939"
3154;"Calumet Specialty Products Partners, L.P. (CLMT)";"-101700";"-322000";"-153400";"-125400"
3155;"Citi Trends, Inc. (CTRN)";"14574";"13331";"15527";"8966"
3156;"Zix Corporation (ZIXI)";"-8057";"5837";"5016";"4103"
3157;"PCSB Financial Corporation (PCSB)";"6604";"3229";"2926";"508"
3158;"Orchid Island Capital, Inc. (ORC)";"2007";"1979";"1071";"24519"
3159;"Protective Insurance Corporation (PTVCB)";"18323";"28945";"23283";"29717"
3160;"Assertio Therapeutics, Inc. (ASRT)";"-102496";"-88720";"-75738";"131762"
3161;"Hooker Furniture Corporation (HOFT)";"28250";"25287";"16185";"12578"
3162;"BioScrip, Inc. (BIOS)";"-64196";"-42765";"-300128";"-147468"
3163;"OMNOVA Solutions Inc. (OMN)";"-87800";"-400";"-17800";"11500"
3164;"Artesian Resources Corporation (ARTNA)";"13983";"12954";"11305";"9506"
3165;"Century Bancorp, Inc. (CNBKA)";"22301";"24534";"23021";"21860"
3166;"Marlin Business Services Corp. (MRLN)";"25292";"17279";"15966";"19350"
3167;"Capital Product Partners L.P. (CPLP)";"37961";"51671";"54531";"43419"
3168;"Gladstone Investment Corporation (GAIN)";"60687";"44763";"24854";"50214"
3169;"Hibbett Sports, Inc. (HIBB)";"35030";"61075";"70528";"73584"
3170;"Regional Management Corp. (RM)";"29963";"24031";"23365";"14802"
3171;"P.A.M. Transportation Services, Inc. (PTSI)";"38899";"11101";"21436";"13491"
3172;"Silicom Ltd. (SILC)";"21714";"13137";"16520";"14605"
3173;"Dynex Capital, Inc. (DX)";"33893";"43099";"16544";"27806"
3174;"Bank First National Corporation (BFC)";"15313";"14913";"13395";"12620"
3175;"ZAGG Inc (ZAGG)";"15100";"-15587";"15587";"10461"
3176;"America First Multifamily Investors, L.P. (ATAX)";"28451.124";"20792.401";"24134.749";"13977.545"
3177;"Powell Industries, Inc. (POWL)";"-9486";"15510";"9439";"29224"
3178;"Osiris Therapeutics, Inc. (OSIR)";"8785";"-3749";"-35754";"-9970"
3179;"Ryerson Holding Corporation (RYI)";"17100";"18700";"-500";"-25700"
3180;"CRA International, Inc. (CRAI)";"7624";"12888";"7657";"13638"
3181;"Sorrento Therapeutics, Inc. (SRNE)";"9132";"-60923";"-45811";"-34657"
3182;"GAIN Capital Holdings, Inc. (GCAP)";"-11195";"35272";"10279";"24877"
3183;"Tile Shop Holdings, Inc. (TTS)";"10819";"18463";"15696";"10547"
3184;"Daily Journal Corporation (DJCO)";"-918";"-1043";"810";"631"
3185;"Evolution Petroleum Corporation (EPM)";"19618.484";"8044.313";"24660.362";"4991.857"
3186;"Daktronics, Inc. (DAKT)";"5562";"10342";"2061";"20882"
3187;"Preformed Line Products Company (PLPC)";"12654";"15255";"6675";"12861"
3188;"Utah Medical Products, Inc. (UTMD)";"8505";"12128";"11843";"11378"
3189;"Veracyte, Inc. (VCYT)";"-31003";"-31358";"-33704";"-29373"
3190;"NN, Inc. (NNBR)";"163052";"6663";"-6486";"8217"
3191;"Village Super Market, Inc. (VLGEA)";"25080";"22921";"25044";"30620"
3192;"Greenpro Capital Corp. (GRNQ)";"-2284.559";"-50.815";"-383.772";"-133.671"
3193;"First Trust Senior Floating Rat (FCT)";"14060.681";"28672.073";"5479.254";"16084.107"
3194;"Kimbell Royalty Partners, LP (KRP)";"1218.884";"-6212.619";"-31313.926";"-7413.246"
3195;"Protective Insurance Corporation (PTVCA)";"18323";"28945";"23283";"29717"
3196;"Advent Claymore Convertible Securities and Income Fund (AVK)";"58346.609";"6529.387";"-17907.578";"8573.076"
3197;"Consolidated-Tomoka Land Co. (CTO)";"41719.424";"16251.248";"8347.166";"6383.818"
3198;"American Midstream Partners, LP (AMID)";"-219998";"-51077";"-198005";"-53023"
3199;"Digi International Inc. (DGII)";"9366";"16708";"6588";"1751"
3200;"Investors Title Company (ITIC)";"25706.502";"19523.118";"12533.905";"9648.975"
3201;"MiX Telematics Limited (MIXT)";"181134";"121458";"182989";"149622"
